factor,horizon_seconds,time_bucket,count,spearman_corr,factor_mean,future_mid_return_mean,zero_return_share
microprice_minus_mid,300,10,24751,0.14495351086425776,0.001999571432920743,0.14576299947476867,0.01034301644378005
microprice_minus_mid,300,11,27427,0.252044129750261,-0.0008548143571418499,0.01914460203449156,0.1493783498012907
microprice_minus_mid,300,12,27392,-0.120700335916314,-0.006099331815440171,0.02175826883761682,0.04373539719626168
microprice_minus_mid,900,1,27411,0.2039177997269339,0.00842561349398411,0.006645872095144282,0.5356973477800883
microprice_minus_mid,900,2,27427,0.0429144661693604,0.006276877241619393,0.000785722098661903,0.45105188318080724
microprice_minus_mid,900,3,27427,0.27251320780165456,0.0021740268384351363,0.0023270864476610644,0.47934517081707806
microprice_minus_mid,900,4,27421,0.2994599796018378,0.0024286036186524735,0.014323693519565289,0.098610553954998
microprice_minus_mid,900,5,27427,0.49067932497628336,0.001999305643739449,-0.009447259999270787,0.08240055419841762
microprice_minus_mid,900,6,27239,0.24906956902797145,7.983792106919608e-05,-0.0009719519806160293,0.763243878262785
microprice_minus_mid,900,7,26775,0.3630602107025589,0.00010826535824612114,-0.016218860877684402,0.09818860877684407
microprice_minus_mid,900,8,27413,0.07817890259263922,-0.002393330220046745,-0.023557983438514573,0.017181629154050998
microprice_minus_mid,900,9,26363,0.1246122040418741,-0.0005824723365526457,0.001335963281872322,0.0008345029017941812
microprice_minus_mid,900,10,25667,0.18367647004259904,0.002927224198188373,0.4069302996064986,0.0033895663692679314
microprice_minus_mid,900,11,27427,0.13191753268170464,-0.0008548143571418499,0.025389470230065263,0.03850220585554381
microprice_minus_mid,900,12,27291,-0.10298417089378681,-0.00611132238013099,0.03273357517130189,0.01810120552563116
ofi_30s,60,1,26988,0.16601937465043767,259.3765358677931,0.001240551356158291,0.5794797687861272
ofi_30s,60,2,27427,-0.0033294180154311336,0.14757793415247744,4.4664017209319715e-05,0.765960549823167
ofi_30s,60,3,27427,0.06792314025504373,2.0062453057206406,0.00020764210449556968,0.813468479964998
ofi_30s,60,4,27425,-0.056259432829440334,3.8890340929808573,0.0009695533272561529,0.6750410209662716
ofi_30s,60,5,27427,0.03346505124068898,1.549042549312721,-0.0006573814124767558,0.6723301855835491
ofi_30s,60,6,27243,0.05012444775812223,-7.519843629556215,-3.2301875711191897e-05,0.9544470139118305
ofi_30s,60,7,27395,0.16058919900216106,0.005888665814929987,-0.0008870231794123017,0.7131958386566892
ofi_30s,60,8,27306,0.0650505028567083,21.197330257086357,0.0004969603750091571,0.3895114626821944
ofi_30s,60,9,26937,0.04075110775886273,53.01566507034932,0.0018715892638378473,0.16516315848089988
ofi_30s,60,10,24666,0.08304376358097106,98.97145625557447,0.032605610962458446,0.14477418308602935
ofi_30s,60,11,27200,0.16658969194865209,103.76128786764707,0.007593676470588233,0.4182720588235294
ofi_30s,60,12,27419,0.26268230223035516,636.5097651263723,0.010232466537802253,0.16532331594879462
ofi_30s,300,1,27414,0.21838956468683146,282.26417013204934,0.004010724447362658,0.5445028087838331
ofi_30s,300,2,27427,0.01995524253552024,0.14757793415247744,0.00014474787618040717,0.6318226565063624
ofi_30s,300,3,27427,0.07114504883241579,2.0062453057206406,0.0007195464323476866,0.600430232982098
ofi_30s,300,4,27420,-0.014710467175290218,3.889743253099928,0.0039897884755652775,0.3597374179431072
ofi_30s,300,5,27427,0.18565875145369645,1.549042549312721,-0.003972180697852479,0.2934334779596748
ofi_30s,300,6,27365,0.06757253489657727,-8.260287593641513,-0.0002039101041476341,0.8631828978622328
ofi_30s,300,7,27210,-0.002433279697847543,0.3350525542080128,-0.006218302094818082,0.36060271958838663
ofi_30s,300,8,27022,-0.004183998371274946,20.92906150544001,-0.005768262896898822,0.13973799126637554
ofi_30s,300,9,26515,0.08316874319441159,52.7312340184801,0.0007427871016405848,0.02670186686781067
ofi_30s,300,10,24751,0.32950281097584416,116.10598804088723,0.14576299947476867,0.01034301644378005
ofi_30s,300,11,27427,0.2861661583163893,103.47774492288622,0.01914460203449156,0.1493783498012907
ofi_30s,300,12,27392,0.2030569181138431,637.0706063814251,0.02175826883761682,0.04373539719626168
ofi_30s,900,1,27411,0.26581178217043744,282.3171110138266,0.006645872095144282,0.5356973477800883
ofi_30s,900,2,27427,0.00576176442127844,0.14757793415247744,0.000785722098661903,0.45105188318080724
ofi_30s,900,3,27427,0.08472508982417606,2.0062453057206406,0.0023270864476610644,0.47934517081707806
ofi_30s,900,4,27421,0.10917403439154935,3.889601400386566,0.014323693519565289,0.098610553954998
ofi_30s,900,5,27427,0.04346468742542587,1.549042549312721,-0.009447259999270787,0.08240055419841762
ofi_30s,900,6,27239,0.08509829670793657,-8.298409266125773,-0.0009719519806160293,0.763243878262785
ofi_30s,900,7,26775,-0.1014357469838371,-0.051869281045750115,-0.016218860877684402,0.09818860877684407
ofi_30s,900,8,27413,-0.2595708973921324,21.157168861489072,-0.023557983438514573,0.017181629154050998
ofi_30s,900,9,26363,-0.1883887530663878,50.59427037894018,0.001335963281872322,0.0008345029017941812
ofi_30s,900,10,25667,-0.2139309301612988,115.65772197763665,0.4069302996064986,0.0033895663692679314
ofi_30s,900,11,27427,0.26482559328697586,103.47774492288622,0.025389470230065263,0.03850220585554381
ofi_30s,900,12,27291,0.34512690131534046,636.4803579934778,0.03273357517130189,0.01810120552563116
trade_pressure_30s,60,1,26988,0.045779886074700765,0.03933611445827775,0.001240551356158291,0.5794797687861272
trade_pressure_30s,60,2,27427,0.06629749884049278,0.8648253315346192,4.4664017209319715e-05,0.765960549823167
trade_pressure_30s,60,3,27427,-0.04252845948377141,0.2549842353884858,0.00020764210449556968,0.813468479964998
trade_pressure_30s,60,4,27425,0.23601172729922926,1.068071652142206,0.0009695533272561529,0.6750410209662716
trade_pressure_30s,60,5,27427,-0.02971716488529768,0.2943778600648995,-0.0006573814124767558,0.6723301855835491
trade_pressure_30s,60,6,27243,-0.1105061380208772,5.066851659398745,-3.2301875711191897e-05,0.9544470139118305
trade_pressure_30s,60,7,27395,0.11162492327254647,-0.3089584121920059,-0.0008870231794123017,0.7131958386566892
trade_pressure_30s,60,8,27306,0.19106284605068752,3.833682953490076,0.0004969603750091571,0.3895114626821944
trade_pressure_30s,60,9,26937,0.16846743265529612,5.536648544344211,0.0018715892638378473,0.16516315848089988
trade_pressure_30s,60,10,24666,0.17964260060040682,9.663321184829316,0.032605610962458446,0.14477418308602935
trade_pressure_30s,60,11,27200,0.1679411566613219,14.837943481360295,0.007593676470588233,0.4182720588235294
trade_pressure_30s,60,12,27419,-0.09209335266517878,18.11939566680039,0.010232466537802253,0.16532331594879462
trade_pressure_30s,300,1,27414,0.06281751868956105,0.04137130871087765,0.004010724447362658,0.5445028087838331
trade_pressure_30s,300,2,27427,0.01170735296027884,0.8648253315346192,0.00014474787618040717,0.6318226565063624
trade_pressure_30s,300,3,27427,-0.012525000732925872,0.2549842353884858,0.0007195464323476866,0.600430232982098
trade_pressure_30s,300,4,27420,0.1810035462510383,1.0682664135667397,0.0039897884755652775,0.3597374179431072
trade_pressure_30s,300,5,27427,0.04793563652054592,0.2943778600648995,-0.003972180697852479,0.2934334779596748
trade_pressure_30s,300,6,27365,0.12252982583725107,5.0246539167915225,-0.0002039101041476341,0.8631828978622328
trade_pressure_30s,300,7,27210,-0.012299430941886194,-0.29040851532524825,-0.006218302094818082,0.36060271958838663
trade_pressure_30s,300,8,27022,0.049559470966974856,5.062302077122346,-0.005768262896898822,0.13973799126637554
trade_pressure_30s,300,9,26515,-0.12787067088334164,5.232919643183105,0.0007427871016405848,0.02670186686781067
trade_pressure_30s,300,10,24751,0.17482512463505234,13.474690212233845,0.14576299947476867,0.01034301644378005
trade_pressure_30s,300,11,27427,0.41202397950936726,15.904165288620701,0.01914460203449156,0.1493783498012907
trade_pressure_30s,300,12,27392,-0.18790827129890536,18.138131928592287,0.02175826883761682,0.04373539719626168
trade_pressure_30s,900,1,27411,-0.020198973984569202,0.03872908894239538,0.006645872095144282,0.5356973477800883
trade_pressure_30s,900,2,27427,0.02431629859609616,0.8648253315346192,0.000785722098661903,0.45105188318080724
trade_pressure_30s,900,3,27427,-0.09878183622932721,0.2549842353884858,0.0023270864476610644,0.47934517081707806
trade_pressure_30s,900,4,27421,0.07789171572447744,1.0682274555997229,0.014323693519565289,0.098610553954998
trade_pressure_30s,900,5,27427,0.0125783426176301,0.2943778600648995,-0.009447259999270787,0.08240055419841762
trade_pressure_30s,900,6,27239,0.137736048937403,5.067595717794339,-0.0009719519806160293,0.763243878262785
trade_pressure_30s,900,7,26775,0.026441214871227456,-0.3190791531652662,-0.016218860877684402,0.09818860877684407
trade_pressure_30s,900,8,27413,-0.29437699610251816,3.766553340677781,-0.023557983438514573,0.017181629154050998
trade_pressure_30s,900,9,26363,-0.07841508032027852,6.054873282213709,0.001335963281872322,0.0008345029017941812
trade_pressure_30s,900,10,25667,-0.10127093548311804,11.86463903693458,0.4069302996064986,0.0033895663692679314
trade_pressure_30s,900,11,27427,0.28721051547875315,15.904165288620701,0.025389470230065263,0.03850220585554381
trade_pressure_30s,900,12,27291,-0.19326545793819092,18.20729983467077,0.03273357517130189,0.01810120552563116
