event_slug,city,event_date,cohort,timestamp,lifecycle_bucket,sum_mid,sum_deviation,implied_temperature,distribution_variance,distribution_width,entropy,top3_probability_mass,active_market_count,valid_market_count,updates,trades,spread_median,spread_p90,probability_mass_flow,pressure_factor,future_mean_move,future_entropy_change
highest-temperature-in-lucknow-on-june-4-2026,Lucknow,2026-06-04,clean,2026-06-04 00:10:00+00:00,6-24h,0.9984999999999999,-0.0015000000000000568,39.11717576364547,0.12648015588731118,0.35564048685057104,0.3737328537443628,1.0,3,3,119,0,0.025999999999999995,0.043600000000000035,0.0,-0.018819879127203332,0.0,0.0
highest-temperature-in-lucknow-on-june-4-2026,Lucknow,2026-06-04,clean,2026-06-04 00:11:00+00:00,6-24h,0.9984999999999999,-0.0015000000000000568,39.11717576364547,0.12648015588731118,0.35564048685057104,0.3737328537443628,1.0,3,3,29,0,0.025999999999999995,0.043600000000000035,0.0,-0.006164954056370676,-0.00035100078975602855,-0.0007855488288682211
highest-temperature-in-lucknow-on-june-4-2026,Lucknow,2026-06-04,clean,2026-06-04 00:12:00+00:00,6-24h,0.9984999999999999,-0.0015000000000000568,39.11717576364547,0.12648015588731118,0.35564048685057104,0.3737328537443628,1.0,3,3,739,0,0.025999999999999995,0.043600000000000035,0.0,-0.006164954056370676,-0.00035100078975602855,-0.0007855488288682211
highest-temperature-in-lucknow-on-june-4-2026,Lucknow,2026-06-04,clean,2026-06-04 00:13:00+00:00,6-24h,1.0015,0.0015000000000000568,39.116824762855714,0.1261422893119133,0.35516515779551533,0.3729473049154946,1.0,3,3,915,0,0.025999999999999995,0.03880000000000003,0.00035100078975602855,0.012432174994638327,0.0002337664089111513,0.0005232933018507469
highest-temperature-in-lucknow-on-june-4-2026,Lucknow,2026-06-04,clean,2026-06-04 00:14:00+00:00,6-24h,1.0015,0.0015000000000000568,39.116824762855714,0.1261422893119133,0.35516515779551533,0.3729473049154946,1.0,3,3,1049,0,0.025999999999999995,0.03880000000000003,0.0,0.02172112973027167,0.00011676637966928638,0.00026144401471850376
highest-temperature-in-lucknow-on-june-4-2026,Lucknow,2026-06-04,clean,2026-06-04 00:15:00+00:00,6-24h,0.9994999999999999,-0.000500000000000056,39.117058529264625,0.12636733574390996,0.3554818360252883,0.37347059821734535,0.9999999999999999,3,3,864,0,0.025999999999999995,0.04200000000000003,0.0002337664089111513,-0.027307487867466895,-0.00029206219875987927,-0.0006538636335501335
highest-temperature-in-lucknow-on-june-4-2026,Lucknow,2026-06-04,clean,2026-06-04 00:16:00+00:00,6-24h,1.0005,0.0004999999999999449,39.11694152923538,0.126254713722599,0.35532339315417866,0.3732087489302131,1.0,3,3,872,0,0.025999999999999995,0.04040000000000003,0.00011700002924186492,-0.04291393905979578,0.00023423441008674217,0.0005241048141497173
highest-temperature-in-lucknow-on-june-4-2026,Lucknow,2026-06-04,clean,2026-06-04 00:17:00+00:00,6-24h,1.002,0.0020000000000000018,39.116766467065865,0.126086151051191,0.35508611779565674,0.3728167345837952,1.0,3,3,769,0,0.025999999999999995,0.03800000000000003,0.00017506216951801434,0.016899082188500388,0.00023353293413208576,0.0005228882705373139
highest-temperature-in-lucknow-on-june-4-2026,Lucknow,2026-06-04,clean,2026-06-04 00:18:00+00:00,6-24h,0.9984999999999999,-0.0015000000000000568,39.11717576364547,0.12648015588731118,0.35564048685057104,0.3737328537443628,1.0,3,3,282,0,0.025999999999999995,0.043600000000000035,0.0004092965796047565,0.0025669300326548582,-0.0005257137950209767,-0.001176957073963314
highest-temperature-in-lucknow-on-june-4-2026,Lucknow,2026-06-04,clean,2026-06-04 00:19:00+00:00,6-24h,1.0,0.0,39.117,0.126311,0.35540258862309937,0.37333962285433253,1.0,3,3,412,0,0.025999999999999995,0.04120000000000003,0.00017576364547267076,0.0025615359042490578,0.00017576364547267076,0.0003932308900302939
highest-temperature-in-lucknow-on-june-4-2026,Lucknow,2026-06-04,clean,2026-06-04 00:20:00+00:00,6-24h,1.003,0.0029999999999998916,39.11665004985045,0.12597402210119393,0.3549281928801852,0.3725558966703995,1.0,3,3,259,0,0.025999999999999995,0.03640000000000003,0.00034995014954830594,0.013677102419748333,0.0005257137950209767,0.001176957073963314
highest-temperature-in-lucknow-on-june-4-2026,Lucknow,2026-06-04,clean,2026-06-04 00:21:00+00:00,6-24h,0.9984999999999999,-0.0015000000000000568,39.11717576364547,0.12648015588731118,0.35564048685057104,0.3737328537443628,1.0,3,3,163,0,0.025999999999999995,0.043600000000000035,0.0005257137950209767,0.01525315458777822,-0.00044229671159712325,-0.000997815832706972
